goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,season,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
1,2,0.138401002,90,FWR,Liverpool,Bournemouth,2,1,2020-03-07,2019,0.660365999,0,3,1,0.138401002,0.816973984,0.107955001
0,2,0.058906499,90,FWR,Watford,Liverpool,3,0,2020-02-29,2019,0,0,0,0,0.058906499,0.083874598,0.0568652
1,5,0.250144988,90,FWR,Liverpool,West Ham,3,2,2020-02-24,2019,0.040016301,0,1,1,0.250144988,0.170157,0
0,4,0.405267,90,FWR,Norwich,Liverpool,0,1,2020-02-15,2019,0.039721798,0,2,0,0.405267,0.444988996,0
2,4,1.416779995,90,FWR,Liverpool,Southampton,4,0,2020-02-01,2019,0.959841013,0,3,2,1.416779995,2.004879951,0.541293025
1,5,1.024850011,90,FWR,West Ham,Liverpool,0,2,2020-01-29,2019,0.681949973,1,2,0,0.263678014,1.15576005,0.272006005
0,6,0.543143988,87,FWR,Wolverhampton Wanderers,Liverpool,1,2,2020-01-23,2019,0.055600699,0,1,0,0.543143988,0.655080974,0.111937001
1,4,0.80201,90,FWR,Liverpool,Manchester United,2,0,2020-01-19,2019,0.489731997,0,3,1,0.80201,1.416409969,0.148937002
0,1,0.096894898,90,FWR,Tottenham,Liverpool,0,1,2020-01-11,2019,0.579545975,1,3,0,0.096894898,0.962261975,0.392331004
1,5,0.802697003,90,FWR,Liverpool,Sheffield United,2,0,2020-01-02,2019,0.674995005,0,3,1,0.802697003,2.22913003,0.874366999
0,2,0.466794014,90,FW,Liverpool,Wolverhampton Wanderers,1,0,2019-12-29,2019,0.212136999,0,3,0,0.466794014,0.678930998,0.087876797
0,4,0.316588014,71,FWR,Leicester,Liverpool,0,4,2019-12-26,2019,0.632107019,0,1,0,0.316588014,0.929620981,0.147659004
2,7,0.988243997,90,FW,Liverpool,Watford,2,0,2019-12-14,2019,0,0,0,2,0.988243997,0.988243997,0
1,5,1.250480056,90,FWR,Bournemouth,Liverpool,0,3,2019-12-07,2019,0.635586023,1,4,1,1.250480056,1.577790022,0.341652989
0,2,0.223416001,70,FWR,Liverpool,Brighton,2,1,2019-11-30,2019,0.125497997,0,1,0,0.223416001,0.348913014,0
1,3,0.331164002,89,FWR,Liverpool,Manchester City,3,1,2019-11-10,2019,0,0,0,1,0.331164002,0.40921101,0.078046702
0,4,0.300743997,69,FWR,Aston Villa,Liverpool,1,2,2019-11-02,2019,0,0,0,0,0.300743997,0.585263014,0.284518987
1,7,1.063709974,88,FWR,Liverpool,Tottenham,2,1,2019-10-27,2019,0.035292599,0,1,0,0.302538991,0.744737029,0.487581015
0,5,0.951201975,90,FW,Liverpool,Leicester,2,1,2019-10-05,2019,0.207661003,0,3,0,0.951201975,1.018730044,0
0,4,0.736856997,90,FWR,Sheffield United,Liverpool,0,1,2019-09-28,2019,0,0,1,0,0.736856997,1.440089941,0.703230977
0,1,0.10244,90,FWR,Chelsea,Liverpool,1,2,2019-09-22,2019,0.047113299,1,1,0,0.10244,0.10244,0
1,3,0.553731978,90,FWR,Liverpool,Newcastle United,3,1,2019-09-14,2019,0.528625011,0,2,1,0.553731978,1.460950017,0.793110013
0,3,0.251235008,90,FWR,Burnley,Liverpool,0,3,2019-08-31,2019,0.201467007,1,4,0,0.251235008,0.472629994,0.121875003
2,5,1.601670027,90,FWR,Liverpool,Arsenal,3,1,2019-08-24,2019,0.088051699,0,1,1,0.840503991,1.042369962,0.113817997
0,3,0.413724005,81,FWR,Southampton,Liverpool,1,2,2019-08-17,2019,0.038645498,0,1,0,0.413724005,0.462354004,0.081184603
1,2,0.44480899,90,FWR,Liverpool,Norwich,4,1,2019-08-09,2019,0.306113988,1,3,1,0.44480899,1.589259982,0.943656981
0,5,0.431690991,90,FWR,Liverpool,Wolverhampton Wanderers,2,0,2019-05-12,2018,0,0,0,0,0.431690991,0.439675987,0.0565942
1,4,0.287656993,75,FWR,Newcastle United,Liverpool,2,3,2019-05-04,2018,0.394966006,0,2,1,0.287656993,0.875043988,0.192421004
2,8,1.388329983,90,FWR,Liverpool,Huddersfield,5,0,2019-04-26,2018,0.716287971,1,4,2,1.388329983,2.104609966,0
0,4,0.597862005,90,FWR,Cardiff,Liverpool,0,2,2019-04-21,2018,0,0,0,0,0.597862005,1.170639992,0.57278198
1,5,0.28143099,90,FWR,Liverpool,Chelsea,2,0,2019-04-14,2018,0.232681006,0,4,1,0.28143099,0.427850991,0
1,2,0.160604,90,FWR,Southampton,Liverpool,1,3,2019-04-05,2018,0.435443997,0,2,1,0.160604,0.611100972,0.058385499
0,5,0.289292991,90,FWR,Liverpool,Tottenham,2,1,2019-03-31,2018,0,0,0,0,0.289292991,0.381698996,0.138438001
0,5,0.605037987,90,FWR,Fulham,Liverpool,1,2,2019-03-17,2018,0,0,0,0,0.605037987,0.914783001,0.309745014
0,5,0.277128994,90,FWR,Liverpool,Burnley,4,2,2019-03-10,2018,0.196509004,0,3,0,0.277128994,1.095659971,0.667531013
0,2,0.423027992,90,FWR,Everton,Liverpool,0,0,2019-03-03,2018,0.0181082,0,1,0,0.423027992,0.441136003,0
0,4,0.278010994,90,FWR,Liverpool,Watford,5,0,2019-02-27,2018,0,0,0,0,0.278010994,0.73487097,0.456860006
0,1,0.145043999,84,FWR,Manchester United,Liverpool,0,0,2019-02-24,2018,0,0,0,0,0.145043999,0,0
1,7,0.714954972,90,FWR,Liverpool,Bournemouth,3,0,2019-02-09,2018,0.213890001,0,3,1,0.714954972,2.093290091,1.282969952
0,4,0.193011001,90,FWR,West Ham,Liverpool,1,1,2019-02-04,2018,0,0,0,0,0.193011001,0.194350004,0.079425298
0,2,0.129823998,90,FW,Liverpool,Leicester,1,1,2019-01-30,2018,0.0691223,0,1,0,0.129823998,0.166713998,0.0130034
2,2,1.467489958,90,FW,Liverpool,Crystal Palace,4,3,2019-01-19,2018,0.139249995,0,1,2,1.467489958,1.700799942,0.0940651
1,3,1.340350032,90,FW,Brighton,Liverpool,0,1,2019-01-12,2018,0.222292006,0,3,0,0.579183996,0.813628018,0.123813003
0,1,0.0974975,90,FWR,Manchester City,Liverpool,2,1,2019-01-03,2018,0.368730992,0,1,0,0.0974975,0.466228008,0.368730992
1,3,1.038349986,90,FW,Liverpool,Arsenal,5,1,2018-12-29,2018,0.690203011,1,2,0,0.27718401,0.990296006,0.0229093
1,1,0.761169016,90,FW,Liverpool,Newcastle United,4,0,2018-12-26,2018,0.610274017,1,2,0,0,0.533604026,0.533604026
1,4,0.834069014,90,FW,Wolverhampton Wanderers,Liverpool,0,2,2018-12-21,2018,0.495692015,1,3,1,0.834069014,0.92386198,0.395716995
0,3,0.145058006,90,FW,Liverpool,Manchester United,3,1,2018-12-16,2018,0.167615995,0,3,0,0.145058006,0.381873012,0.128682002
3,4,1.542090058,90,FW,Bournemouth,Liverpool,0,4,2018-12-08,2018,0.032919899,0,2,3,1.542090058,1.575009942,0
0,2,0.191532999,24,Sub,Burnley,Liverpool,1,3,2018-12-05,2018,0.952979028,1,3,0,0.191532999,1.106410027,0.397686988
0,1,0.027798001,76,FW,Liverpool,Everton,1,0,2018-12-02,2018,0.821627021,0,4,0,0.027798001,0.849425018,0
1,2,0.347638994,87,FW,Watford,Liverpool,0,3,2018-11-24,2018,0,0,0,1,0.347638994,0.128186002,0
1,5,0.877762973,90,FW,Liverpool,Fulham,2,0,2018-11-11,2018,0,0,0,1,0.877762973,0.877762973,0.477355003
0,3,0.136035994,90,FWR,Arsenal,Liverpool,1,1,2018-11-03,2018,0.495795995,0,4,0,0.136035994,0.602671027,0.053660601
1,4,0.514405012,90,FW,Liverpool,Cardiff,4,1,2018-10-27,2018,1.095690012,2,3,1,0.514405012,1.702270031,0.628216982
1,4,0.354333997,90,FWR,Huddersfield,Liverpool,0,1,2018-10-20,2018,0,0,0,1,0.354333997,0.467070997,0.112737998
0,3,0.170742005,90,FWR,Liverpool,Manchester City,0,0,2018-10-07,2018,0,0,0,0,0.170742005,0.170742005,0
0,4,0.648006976,67,FWR,Chelsea,Liverpool,1,1,2018-09-29,2018,0.065173402,0,1,0,0.648006976,0.667922974,0
1,2,1.193269968,90,FW,Liverpool,Southampton,3,0,2018-09-22,2018,0,0,0,1,1.193269968,0.219552994,0
0,4,0.790192008,90,FWR,Tottenham,Liverpool,1,2,2018-09-15,2018,0.259090006,0,3,0,0.790192008,1.056159973,0.310009003
0,3,0.446803987,72,FWR,Leicester,Liverpool,1,2,2018-09-01,2018,0.342326999,0,1,0,0.446803987,0.789130986,0
1,6,0.382167011,90,FWR,Liverpool,Brighton,1,0,2018-08-25,2018,0.365110993,0,6,1,0.382167011,0.759326994,0.131806001
0,6,0.732837975,90,FWR,Crystal Palace,Liverpool,0,2,2018-08-20,2018,0.936815023,1,4,0,0.732837975,1.741809964,0.258792013
1,4,1.54993999,89,FWR,Liverpool,West Ham,4,0,2018-08-12,2018,0.129996002,0,2,1,1.54993999,1.605119944,0
1,4,0.996142983,85,MR,Liverpool,Brighton,4,0,2018-05-13,2017,0.631694973,1,3,1,0.996142983,2.274290085,0.646456003
0,1,0.0383095,90,FWR,Chelsea,Liverpool,1,0,2018-05-06,2017,0.0127841,0,1,0,0.0383095,0.178194001,0.127100006
0,7,0.959860981,90,FWR,Liverpool,Stoke,0,0,2018-04-28,2017,0.425707012,0,1,0,0.959860981,1.383929968,0.071994103
1,4,0.548614979,85,FWR,West Bromwich Albion,Liverpool,2,2,2018-04-21,2017,0,0,0,1,0.548614979,0.579469979,0.079971299
1,6,0.800882995,90,FWR,Liverpool,Bournemouth,3,0,2018-04-14,2017,0.119383998,0,2,1,0.800882995,1.015030026,0.0947598
1,4,0.656588972,90,FWR,Crystal Palace,Liverpool,1,2,2018-03-31,2017,0.132192001,0,3,1,0.656588972,1.238849998,0.563542008
4,4,1.104009986,90,FWR,Liverpool,Watford,5,0,2018-03-17,2017,0.389427006,1,3,4,1.104009986,1.493440032,0
0,1,0.0758802,90,FWR,Manchester United,Liverpool,2,1,2018-03-10,2017,0.061798401,0,1,0,0.0758802,0.033051301,0.033051301
1,5,0.658625007,90,FWR,Liverpool,Newcastle United,2,0,2018-03-03,2017,0.111855999,0,2,1,0.658625007,0.658625007,0
1,5,0.698220015,89,FWR,Liverpool,West Ham,4,1,2018-02-24,2017,0.238625005,1,2,1,0.698220015,0.789871991,0.161479995
1,3,0.825236022,90,FWR,Southampton,Liverpool,0,2,2018-02-11,2017,0.856553018,1,3,1,0.825236022,1.723510027,0.069221102
2,4,0.945930004,90,FWR,Liverpool,Tottenham,2,2,2018-02-04,2017,0.099947803,0,1,2,0.945930004,0.850318015,0
1,3,1.160390019,84,FWR,Huddersfield,Liverpool,0,3,2018-01-30,2017,0,0,0,0,0.399221987,0.783436,0.384213001
0,5,0.52630198,90,AMR,Swansea,Liverpool,1,0,2018-01-22,2017,0.553138971,0,3,0,0.52630198,0.99376601,0.0189039
1,6,0.461050987,90,FWR,Liverpool,Manchester City,4,3,2018-01-14,2017,0.122135997,1,2,1,0.461050987,0.524878979,0
2,6,2.082900047,84,FWR,Liverpool,Leicester,2,1,2017-12-30,2017,0,0,0,2,2.082900047,2.226969957,0.500742018
0,4,0.606436014,71,FWR,Liverpool,Swansea,5,0,2017-12-26,2017,0.896587014,2,3,0,0.606436014,1.402169943,0
1,4,0.720340014,90,AMR,Arsenal,Liverpool,3,3,2017-12-22,2017,0.018693499,0,1,1,0.720340014,1.113790035,0.393444985
1,4,0.903863013,73,FWR,Bournemouth,Liverpool,0,4,2017-12-17,2017,0.111796997,0,1,1,0.903863013,1.247589946,0.231933996
0,2,0.580411971,90,FW,Liverpool,West Bromwich Albion,0,0,2017-12-13,2017,0.39260301,0,1,0,0.580411971,1.056020021,0.083005697
1,7,0.600885987,68,FWR,Liverpool,Everton,1,1,2017-12-10,2017,0.562389016,0,6,1,0.600885987,0.72280401,0.019257899
0,3,0.207057998,81,AMC,Brighton,Liverpool,1,5,2017-12-02,2017,0.410851002,1,2,0,0.207057998,1.287420034,0.66951102
2,2,0.878579974,22,Sub,Stoke,Liverpool,0,3,2017-11-29,2017,0.018361,0,1,2,0.878579974,0.878579974,0
1,7,0.702506006,90,FWR,Liverpool,Chelsea,1,1,2017-11-25,2017,0.212257996,0,2,1,0.702506006,0.983547986,0.198142007
2,5,0.648312986,82,FWR,Liverpool,Southampton,3,0,2017-11-18,2017,0.122080997,0,2,2,0.648312986,0.825263977,0.092435896
2,3,0.674378991,90,FW,West Ham,Liverpool,1,4,2017-11-04,2017,0.479755998,0,3,2,0.674378991,1.339820027,0.185687006
0,3,0.961000979,83,FWR,Liverpool,Huddersfield,3,0,2017-10-28,2017,0.118946001,1,1,0,0.199832007,0.409951001,0.0911735
1,3,0.405474991,90,FWL,Tottenham,Liverpool,4,1,2017-10-22,2017,0.115038,0,2,1,0.405474991,0.585822999,0.065310098
0,4,0.254114002,79,FWR,Liverpool,Manchester United,0,0,2017-10-14,2017,0.0858775,0,2,0,0.254114002,0.400770992,0.241451994
0,1,0.322254002,86,FWR,Newcastle United,Liverpool,1,1,2017-10-01,2017,0.049257301,0,1,0,0.322254002,0.521827996,0.150316998
1,4,0.724780023,90,FWR,Leicester,Liverpool,2,3,2017-09-23,2017,0.0146415,0,1,1,0.724780023,0.861105025,0.136325002
1,6,0.270393997,90,FWR,Liverpool,Burnley,1,1,2017-09-16,2017,0.189338997,0,3,1,0.270393997,0.618713021,0.158979997
0,1,0.305673003,54,FWR,Manchester City,Liverpool,5,0,2017-09-09,2017,0.0590684,0,1,0,0.305673003,0.372731,0.067057401
1,5,1.607429981,90,FWR,Liverpool,Arsenal,4,0,2017-08-27,2017,0.632710993,1,1,1,1.607429981,2.40109992,0.160958007
0,2,0.061654001,28,Sub,Liverpool,Crystal Palace,1,0,2017-08-19,2017,0.098979399,0,1,0,0.061654001,0.224635005,0.064001501
1,5,1.161999941,90,FWR,Watford,Liverpool,3,3,2017-08-12,2017,0,0,0,1,1.161999941,1.300150037,0.138148993
0,0,0,56,AMR,Roma,Genoa,3,2,2017-05-28,2016,0,0,0,0,0,0.442101985,0.442101985
2,6,0.648654997,82,FWR,Chievo,Roma,3,5,2017-05-20,2016,0,0,0,2,0.648654997,1.128379941,0.613484025
0,1,0.305725008,90,FWR,Roma,Juventus,3,1,2017-05-14,2016,0.156514004,1,2,0,0.305725008,0.462238997,0
0,4,0.641134977,90,AMR,AC Milan,Roma,1,4,2017-05-07,2016,0.308214009,1,3,0,0.641134977,1.146020055,0.279713005
0,1,0.051311199,90,FWR,Roma,Lazio,1,3,2017-04-30,2016,0.585125029,0,3,0,0.051311199,0.614086986,0
2,5,0.56239599,90,FWR,Pescara,Roma,1,4,2017-04-24,2016,0.089384302,0,1,2,0.56239599,0.978232026,0.361128986
0,2,0.077078298,90,FWR,Roma,Atalanta,1,1,2017-04-15,2016,0.680989981,1,2,0,0.077078298,0.694903016,0.0139134
1,1,0.357755989,90,AMR,Bologna,Roma,0,3,2017-04-09,2016,0.142050996,0,1,1,0.357755989,0.884310007,0.384501994
0,3,0.181891993,90,AMC,Roma,Empoli,2,0,2017-04-01,2016,0.55073899,1,3,0,0.181891993,0.814956009,0.625733972
1,4,0.990441024,79,FW,Roma,Sassuolo,3,1,2017-03-19,2016,0.064799003,1,2,1,0.990441024,1.081320047,0.073789403
0,0,0,81,FW,Palermo,Roma,0,3,2017-03-12,2016,0,0,0,0,0,0.303746998,0.303746998
0,3,0.436327994,38,Sub,Roma,Napoli,1,2,2017-03-04,2016,0.092067197,0,2,0,0.436327994,0.60046798,0.072072402
0,4,0.100079,72,AMC,Inter,Roma,1,3,2017-02-26,2016,0,0,0,0,0.100079,0.145357996,0.075948097
1,3,0.144448996,90,AMC,Roma,Torino,4,1,2017-02-19,2016,0.069118798,0,1,1,0.144448996,0.393386006,0.179818004
0,3,0.433503985,80,AMC,Crotone,Roma,0,2,2017-02-12,2016,0.861644983,2,4,0,0.433503985,1.442880034,0.732618988
0,3,0.150924996,84,FWR,Roma,Chievo,3,1,2016-12-22,2016,0.142959997,0,2,0,0.150924996,0.446806014,0.279942006
0,0,0,44,Sub,Juventus,Roma,1,0,2016-12-17,2016,0.073759198,0,1,0,0,0.073759198,0
0,3,0.474362999,90,AMR,Roma,Pescara,3,2,2016-11-27,2016,0.275559992,0,3,0,0.474362999,1.238360047,0.613529027
0,3,0.540844023,59,AMR,Atalanta,Roma,2,1,2016-11-20,2016,0.141095996,0,2,0,0.540844023,0.620325029,0.079481199
3,6,2.315900087,87,AMR,Roma,Bologna,3,0,2016-11-06,2016,0.330814987,0,4,3,2.315900087,2.859699965,0.39932999
0,1,0.082394697,90,AMR,Empoli,Roma,0,0,2016-10-30,2016,0.099275701,0,3,0,0.082394697,0.252938986,0.071269102
0,1,0.324649006,90,AMR,Sassuolo,Roma,1,3,2016-10-26,2016,0.338349015,1,2,0,0.324649006,0.780793011,0.117794998
1,1,0.375606,90,AMR,Roma,Palermo,4,1,2016-10-23,2016,0.592113972,1,4,1,0.375606,1.070979953,0.177421004
1,2,0.445769995,90,AMR,Napoli,Roma,1,3,2016-10-15,2016,0.614008009,1,4,1,0.445769995,1.287739992,0.26839301
0,3,0.723807991,71,AMR,Roma,Inter,2,1,2016-10-02,2016,0.252052009,0,4,0,0.723807991,1.626150012,0.682632029
0,3,0.145372003,90,AMR,Torino,Roma,3,1,2016-09-25,2016,0.095826298,0,2,0,0.145372003,0.575375021,0.364239991
1,1,0.302783996,67,AMR,Roma,Crotone,4,0,2016-09-21,2016,0.734835029,1,3,1,0.302783996,1.30061996,0.263002992
0,1,0.0511811,68,FWR,Fiorentina,Roma,1,0,2016-09-18,2016,0,0,0,0,0.0511811,0.396827012,0.345645994
1,4,0.799230993,90,FWR,Roma,Sampdoria,3,2,2016-09-11,2016,0.886159003,0,6,1,0.799230993,1.57475996,0.322697997
0,3,0.174627006,90,FWR,Cagliari,Roma,2,2,2016-08-28,2016,0.222317994,0,3,0,0.174627006,1.010249972,0.690546989
1,5,1.573420048,90,FWR,Roma,Udinese,4,0,2016-08-20,2016,1.233850002,0,4,1,1.573420048,3.219700098,0.465344012
1,3,0.509003997,85,FW,AC Milan,Roma,1,3,2016-05-14,2015,0.261092007,0,4,1,0.509003997,1.366000056,0.67878902
0,2,0.027448,60,FWR,Roma,Chievo,3,0,2016-05-08,2015,0.100633003,0,2,0,0.027448,0.166252002,0.049474899
1,1,0.524293005,88,FWR,Genoa,Roma,2,3,2016-05-02,2015,0.092092603,0,1,1,0.524293005,1.728880048,1.636790037
0,2,0.087745003,90,AMR,Roma,Napoli,1,0,2016-04-25,2015,0.082240097,1,2,0,0.087745003,0.225824997,0.118299998
0,3,0.187518999,90,FWR,Roma,Torino,3,2,2016-04-20,2015,0.122543998,0,3,0,0.187518999,0.380784988,0.070721701
0,0,0,90,FW,Atalanta,Roma,3,3,2016-04-17,2015,0.196412995,1,3,0,0,0.536090016,0.488554001
1,6,0.607659996,90,AMR,Roma,Bologna,1,1,2016-04-11,2015,0.024460001,0,1,1,0.607659996,0.632120013,0
0,3,0.188803002,81,FWR,Lazio,Roma,1,4,2016-04-03,2015,0.035411499,0,2,0,0.188803002,0.224278003,0.027451999
0,3,0.131568998,90,FWR,Roma,Inter,1,1,2016-03-19,2015,0.463952988,0,3,0,0.131568998,0.571777999,0.047288299
0,1,0.103685997,90,AMR,Udinese,Roma,1,2,2016-03-13,2015,0.639934003,1,4,0,0.103685997,1.784839988,1.04121995
2,2,0.321628988,88,FW,Roma,Fiorentina,4,1,2016-03-04,2015,0.712033987,1,1,2,0.321628988,1.14952004,0.827889025
0,3,0.094439,90,FWR,Empoli,Roma,1,3,2016-02-27,2015,0.0159424,0,1,0,0.094439,0.320592999,0.225012004
2,5,0.362480998,86,FW,Roma,Palermo,5,0,2016-02-21,2015,0.016392101,0,1,2,0.362480998,0.392461002,0.076997899
1,2,0.755855978,90,AMR,Carpi,Roma,1,3,2016-02-12,2015,0.862879992,2,5,1,0.755855978,1.863690019,0.244957
0,0,0,90,FW,Roma,Sampdoria,2,1,2016-02-07,2015,0.307505012,0,3,0,0,0.456400007,0.275554001
1,4,0.502071977,90,FW,Sassuolo,Roma,0,2,2016-02-02,2015,1.377210021,0,3,1,0.502071977,2.352809906,1.438310027
0,1,0.0795056,83,AMC,Roma,Frosinone,3,1,2016-01-30,2015,0.232194006,0,3,0,0.0795056,0.29282701,0.066940799
0,0,0,90,AMC,Juventus,Roma,1,0,2016-01-24,2015,0,0,0,0,0,0,0
0,3,0.433972001,90,AMR,Roma,Verona,1,1,2016-01-17,2015,0.096531399,0,1,0,0.433972001,0.724467993,0.323720008
0,0,0,34,Sub,Roma,AC Milan,1,1,2016-01-09,2015,0.151578993,0,2,0,0,0.172776997,0.112552002
0,3,0.633328974,71,FWR,Chievo,Roma,3,3,2016-01-06,2015,0,0,0,0,0.633328974,0.814302027,0.223082006
0,1,0.0748301,83,FWR,Roma,Genoa,2,0,2015-12-20,2015,0.0512437,0,1,0,0.0748301,0.126074001,0.0512437
0,1,0.063270196,79,AML,Napoli,Roma,0,0,2015-12-13,2015,0,0,0,0,0.063270196,0.145779997,0.082510002
0,1,0.0152545,59,AMR,Roma,Lazio,2,0,2015-11-08,2015,0.0532423,0,2,0,0.0152545,0.129186004,0.075943798
0,5,0.781659007,90,FWR,Inter,Roma,1,0,2015-10-31,2015,0.062274002,0,2,0,0.781659007,0.843932986,0.034318302
1,1,0.0293242,89,FWL,Fiorentina,Roma,1,2,2015-10-25,2015,0,0,0,1,0.0293242,0.0293242,0
1,2,0.568150997,90,FWR,Roma,Empoli,3,1,2015-10-17,2015,0,0,0,1,0.568150997,1.081900001,0.51374799
0,0,0,76,AMC,Palermo,Roma,2,4,2015-10-04,2015,0.437718987,0,2,0,0,0.622572005,0.598821998
1,3,1.084740043,90,FWL,Roma,Carpi,5,1,2015-09-26,2015,0.431502014,0,2,1,1.084740043,1.786149979,0.646945
1,4,0.592585027,89,FWR,Sampdoria,Roma,2,1,2015-09-23,2015,0.0415616,0,2,1,0.592585027,0.64842701,0.0418352
1,6,0.579806983,90,FWR,Roma,Sassuolo,2,2,2015-09-20,2015,0.040746301,0,2,1,0.579806983,0.686563015,0.151262
0,1,0.0364835,18,Sub,Frosinone,Roma,0,2,2015-09-12,2015,0,0,0,0,0.0364835,0.545557022,0.545557022
0,0,0,78,FWR,Roma,Juventus,2,1,2015-08-30,2015,0.125918999,0,3,0,0,0.194324002,0.068405099
0,0,0,66,FWL,Verona,Roma,1,1,2015-08-22,2015,0.033624899,0,2,0,0,0.046822201,0.0131972
0,0,0,26,FWR,Fiorentina,Chievo,3,0,2015-05-31,2014,0.254999995,1,3,0,0,0.267969996,0.0129698
0,0,0,29,FW,Palermo,Fiorentina,2,3,2015-05-24,2014,0.105080999,1,2,0,0,0.127130002,0.0220486
1,3,0.247220993,79,FW,Fiorentina,Parma,3,0,2015-05-18,2014,0.158924997,0,3,1,0.247220993,0.509801984,0.233172998
1,4,0.793480992,44,Sub,Empoli,Fiorentina,2,3,2015-05-10,2014,0.038723301,0,1,1,0.793480992,0.832203984,0
0,6,0.721944988,65,FWR,Fiorentina,Cesena,3,1,2015-05-03,2014,0.189873993,0,3,0,0.721944988,1.366739988,0.573588014
0,2,0.114284001,81,FW,Juventus,Fiorentina,3,2,2015-04-29,2014,0,0,0,0,0.114284001,0.154061005,0.039777
0,3,0.225964993,90,FWR,Fiorentina,Cagliari,1,3,2015-04-26,2014,0.083107501,0,1,0,0.225964993,0.725701988,0.416628987
0,1,0.069182403,28,Sub,Fiorentina,Verona,0,1,2015-04-20,2014,0.070963703,0,2,0,0.069182403,0.140146002,0.070963703
0,0,0,90,AMC,Napoli,Fiorentina,3,0,2015-04-12,2014,0,0,0,0,0,0,0
1,3,0.516475976,90,AMC,Fiorentina,Sampdoria,2,0,2015-04-04,2014,0.123470999,0,3,1,0.516475976,1.273190022,1.073420048
0,1,0.075346597,20,Sub,Udinese,Fiorentina,2,2,2015-03-22,2014,0.109025002,0,1,0,0.075346597,0.184371993,0
0,0,0,90,FWR,Lazio,Fiorentina,4,0,2015-03-09,2014,0.0530941,0,1,0,0,0.065225303,0.0121312
1,1,0.387299001,48,Sub,Inter,Fiorentina,0,1,2015-03-01,2014,0.102929004,0,2,1,0.387299001,0.521376014,0.0541991
1,1,0.108186997,23,Sub,Fiorentina,Torino,1,1,2015-02-22,2014,0.150332004,0,3,1,0.108186997,0.258518994,0
1,3,0.458718002,82,FWL,Sassuolo,Fiorentina,1,3,2015-02-14,2014,0.223912999,1,2,1,0.458718002,0.704994023,0.022362599
0,1,0.096759997,24,Sub,Fiorentina,Atalanta,3,2,2015-02-08,2014,0.271180987,0,3,0,0.096759997,0.273180991,0.096759997
0,1,0.439938009,15,Sub,Tottenham,Chelsea,5,3,2015-01-01,2014,0.0263745,0,1,0,0.439938009,0.483119994,0.0168075
0,0,0,2,Sub,Crystal Palace,Chelsea,1,2,2014-10-18,2014,0,0,0,0,0,0,0
0,1,0.062364601,6,Sub,Chelsea,Swansea,4,2,2014-09-13,2014,0,0,0,0,0.062364601,0.062364601,0
